     wave         flux        err
4081.3142    5.7228427  1.7150931
4082.2532     8.243308  1.7381904
4083.1943     3.733456  1.6429868
4084.1338 -0.088511035  1.5762594
4085.0757      5.24966  1.6168395
4086.0154    6.7926683  1.6737874
4086.9553     6.130543  1.7181374
4087.8977     3.776644   1.728711
4088.8381     3.822976  1.7599949
 4089.781     8.701931  1.8367128
 4090.722    10.835313  1.8192723
4091.6653    10.506153  1.7423244
4092.6064    10.454864  1.6574458
 4093.548    10.017956  1.6023892
 4094.492    8.1077585   1.582132
4095.4338     7.294674  1.5859636
4096.3784     8.998613  1.7004985
 4097.321     8.614206  1.7222111
4098.2656    8.5702505  1.7437428
4099.2085    11.912957   1.766618
4100.1514    10.026842  1.7029747
4101.0967    11.418027  1.6826118
  4102.04     9.646205   1.628204
4102.9863     5.788778  1.5283642
  4103.93      6.26112  1.5373983
4104.8765     8.437062  1.6072538
 4105.821    7.7495084  1.6403838
4106.7676    10.359473  1.6971413
4107.7124    12.371365     1.8089
 4108.657     9.481864  1.8139176
4109.6045     8.645819  1.7295421
4110.5503     8.968348    1.65342
 4111.498     9.394789  1.6169163
 4112.444     8.829321  1.6230555
 4113.392     8.223213  1.6689419
4114.3384     8.835694  1.6834558
 4115.285     7.718024  1.7280688
 4116.234      4.49301  1.6914629
4117.1807    7.9934297  1.7053682
4118.1304    6.3205495  1.6148107
4119.0776     8.585657  1.5363699
4120.0273     5.554131   1.471194
 4120.975     6.491593  1.5010102
4121.9233    7.3510184  1.5663846
 4122.874     5.364281  1.5725095
4123.8223    4.5665603  1.5810024
4124.7734    6.0381374  1.5970252
 4125.722    6.9844136  1.5714678
4126.6733     7.395726  1.5371703
 4127.623    6.7146993  1.5023421
4128.5723     5.009082  1.4314429
4129.5244    5.3056474  1.4492276
4130.4746     8.159274  1.5170672
 4131.427     5.735432  1.5543693
4132.3774    6.0291524  1.6016165
  4133.33     9.696063  2.0000527
4134.2812     9.709818  1.9399636
4135.2324      8.84647  1.5986824
4136.1855     8.094983  1.5444394
 4137.137    7.7376213   1.504443
4138.0913    7.6561117  1.4851495
4139.0435      7.85772  1.5048743
4139.9976    13.286222  1.6254156
  4140.95    11.639779  1.6062548
 4141.903     7.407568   1.531568
 4142.858      6.71299  1.4952897
 4143.811     7.965052   1.507048
4144.7666     8.919053  1.5123863
  4145.72     9.210653  1.4966509
 4146.676     9.786098  1.4653398
  4147.63    11.788312  1.4865541
 4148.584     12.40527  1.4857742
4149.5405    7.8684425   1.434515
 4150.495    6.7897696  1.4177011
4151.4526     6.305009  1.4180428
 4152.407    6.9421616  1.4361302
4153.3647     9.135589  1.4587406
4154.3203    11.250829  1.4776301
4155.2764    11.408734  1.4889189
4156.2344     7.534947  1.4033095
4157.1904    5.2567873   1.342557
 4158.149     9.573757  1.4143652
4159.1055      8.63242  1.4353226
 4160.065    11.522593  1.4786347
 4161.022      8.41131  1.4450979
 4161.979     8.575173   1.475479
 4162.939    11.938575  1.5661883
4163.8965    10.827361  1.6202505
4164.8564    7.4598947  1.6065286
 4165.815     8.078321  1.5748473
4166.7754     8.410656   1.488814
 4167.734    6.4220204  1.3898723
 4168.693     7.423003  1.4212177
 4169.654     9.289947  1.4691702
4170.6133    6.7532053  1.4762067
 4171.575    7.9198337  1.4650426
4172.5347    7.3172445  1.4374712
 4173.497    7.9107714  1.4093485
 4174.457     8.794153  1.3817946
4175.4175     8.573429  1.3744761
  4176.38    11.858858  1.4175609
 4177.341    6.9277906  1.3727196
 4178.304     6.249618  1.3908702
 4179.265      6.69621  1.4299619
 4180.229     6.471029  1.4432509
 4181.191     5.304726  1.4171504
 4182.155    6.4870033    1.41023
 4183.117    6.2687116  1.3656803
4184.0796    5.5025797  1.2960501
4185.0444    5.9023166   1.286145
 4186.007    6.2665677  1.2910184
 4186.972    6.5953326  1.2858208
4187.9355     5.824677  1.2420076
4188.9014    6.0120344  1.2592072
4189.8647     6.659423  1.2880832
4190.8286     9.385618  1.3699604
 4191.795    7.6126657  1.3358549
4192.7593     5.864164  1.3127829
 4193.726     8.132815  1.3733089
 4194.691    10.001875  1.4307411
 4195.658     8.878703  1.3798538
4196.6235    7.9935403  1.3129814
 4197.589     8.832734  1.3008201
 4198.557     9.194425  1.3310692
 4199.523     8.132127  1.3015829
 4200.491    10.067747  1.3376689
4201.4575     6.824576  1.3339005
4202.4263     8.940455  1.3727986
 4203.393    10.271558  1.3811647
  4204.36    10.617297  1.3709849
4205.3296    11.151808  1.3653224
 4206.297     9.426063  1.5177102
 4207.267     8.917301  1.5492282
 4208.235    13.139791  1.6042422
 4209.205     10.69767  1.5022067
 4210.174    10.216161  1.4835508
 4211.142    10.777934  1.6642238
4212.1133    11.495184  1.5997301
 4213.082      9.57205  1.3664026
4214.0537     7.779956   1.334923
 4215.023     8.741774  1.3485255
 4215.995     8.164105  1.3703586
 4216.965     8.422441  1.3486798
 4217.935    11.084071  1.3425432
4218.9077     8.736187   1.270271
4219.8784     8.887562   1.270533
4220.8516     9.757515  1.2885915
4221.8223     7.959072  1.2772161
 4222.796     9.799712   1.343876
4223.7676     7.347705  1.3113726
4224.7393      7.77464  1.2822125
4225.7134     6.949561  1.2362796
4226.6855     6.819777  1.2167001
  4227.66     8.836996  1.2691905
 4228.633     7.295455  1.2845669
 4229.608    3.9003448  1.2842104
4230.5806     5.097004  1.3094661
 4231.554    2.7286434  1.2589426
  4232.53    5.3428006  1.2690638
4233.5034     4.048305  1.2264187
  4234.48    5.4990964  1.2205265
 4235.454     6.376863  1.2183273
4236.4307     7.087086  1.2006327
4237.4053     8.114956   1.205098
  4238.38     9.088149  1.2149587
4239.3574    10.192191  1.2617117
4240.3325    10.285804  1.2938893
4241.3105     8.670404  1.2946182
 4242.286     9.182128  1.2998102
 4243.264       9.3254  1.2858648
4244.2407     7.191584  1.2618071
 4245.217     9.653133  1.2873993
 4246.196    5.6572995  1.2296284
 4247.173     6.938748  1.2335665
 4248.152     7.453899   1.237402
4249.1294     8.284066  1.2402592
4250.1094    10.063837  1.2469505
 4251.087     7.651305  1.2047584
 4252.065    10.417511  1.2197012
4253.0454     9.032447  1.2091143
 4254.024     9.550685  1.2356447
 4255.005     8.057908  1.2243931
4255.9834     6.553565  1.2468117
 4256.965     7.827651  1.3143376
4257.9443     8.130638  1.3415564
4258.9263    7.3594723  1.3320725
 4259.906     6.931675  1.2837967
4260.8857    7.9965553  1.2645983
4261.8687     8.706195  1.2343912
 4262.849     6.249288  1.1859553
 4263.832    5.4781585  1.1584167
 4264.813     7.485409   1.208579
4265.7964    4.9566627  1.1572564
 4266.778     5.162689  1.1502919
4267.7593      5.61154   1.140913
 4268.743    2.6775656  1.0836064
4269.7256    3.7506485  1.1114411
  4270.71    5.2164316  1.1547543
4271.6924    6.0244293   1.153402
4272.6772         6.69  1.1530347
4273.6606    5.3251185  1.1288348
4274.6436     5.546163  1.1501968
4275.6294     5.096793  1.1390547
 4276.613    7.2248797   1.195086
 4277.599    5.6183596  1.2123877
 4278.583    7.6109548  1.2426627
  4279.57     6.269864  1.2023339
 4280.554    7.3660517  1.1758156
 4281.539     8.387081  1.1819886
4282.5264     8.149566  1.1554139
4283.5117    5.9291697  1.2376388
 4284.499    4.6951275  1.2087868
 4285.485     8.398287  1.1429462
 4286.473     7.909245  1.1415153
 4287.459     9.895128   1.155748
4288.4453     8.775129  1.1340218
4289.4346     8.158403  1.1429012
4290.4214     8.716651  1.1890241
4291.4106     8.299908  1.2193602
 4292.398      9.27578  1.2667253
4293.3877    10.369787  1.2727976
4294.3755     9.956741   1.236136
4295.3633     9.727626   1.211392
4296.3535     9.052953  1.1804888
4297.3423    7.0590944  1.1464094
 4298.333     9.393887  1.1737689
 4299.322      8.41861   1.144978
4300.3135     6.835498  1.0969135
4301.3027     9.808203  1.1098547
 4302.292     8.150328   1.088727
 4303.284     8.190226  1.0909183
4304.2744     9.202231  1.1214162
4305.2666    10.012299   1.142828
4306.2573     9.771641   1.145004
  4307.25     9.621141  1.1452428
 4308.241       10.694  1.1704884
 4309.232     9.605715   1.127266
 4310.226     8.774018  1.1139351
4311.2173    7.5607505  1.0846039
4312.2114    6.8411036  1.0492725
4313.2036     8.797724  1.1059307
 4314.198     9.110841   1.112254
4315.1904     8.039312  1.1161649
4316.1836     8.673372   1.142106
4317.1787     9.230039  1.1972903
 4318.172     8.647462  1.2214612
4319.1675     8.472331  1.2071631
 4320.161     7.896339  1.1532559
 4321.157    7.3881736   1.122233
4322.1514    11.465402  1.1733406
 4323.146      9.76363  1.1578815
4324.1426     9.169127  1.1709433
4325.1377    11.201968  1.2148625
 4326.135     9.894781  1.2197965
  4327.13     9.819158  1.2037162
 4328.128     8.138419  1.1511146
4329.1235     9.062645  1.1299996
4330.1196     9.395602  1.1330192
 4331.118     8.200038  1.1207356
4332.1143     9.909885  1.1744179
4333.1133     9.510227  1.1916403
4334.1104     9.812744  1.2310649
  4335.11     7.879937  1.2312924
 4336.107     7.089765  1.2004099
 4337.107     7.228196  1.1330746
4338.1045     8.810247  1.1417234
4339.1025     9.518751  1.1847172
 4340.103    10.956404   1.213458
4341.1016     8.905178   1.282999
4342.1025     6.585332   1.278123
4343.1016     9.035266  1.2119566
 4344.103    11.110746  1.1959364
4345.1025     9.055416   1.158069
 4346.102     10.19601  1.1726185
 4347.104    11.139519  1.2046653
 4348.104     9.542688  1.1686047
 4349.107     8.804383  1.1576571
4350.1074     8.194675  1.1444412
4351.1104   10.1423235  1.1921775
4352.1113     9.524954  1.2042849
 4353.113     8.393398  1.2009386
4354.1167     9.031654  1.1912762
 4355.118    10.272144  1.1736902
4356.1226    10.404663  1.1569642
4357.1245     10.21003  1.2611119
4358.1294   11.7611265   1.505706
 4359.132    10.600564   1.785104
 4360.135     11.33188  1.7331555
  4361.14     10.59531  1.5368398
4362.1436     9.414182  1.3484737
4363.1494     8.433119  1.2279892
 4364.153      9.61655  1.1826392
 4365.159     9.317688   1.152033
4366.1636     8.695344  1.1339936
 4367.168     8.662413  1.2457587
4368.1753     9.076921  1.2411598
  4369.18    10.350265  1.1309853
4370.1875     9.817017  1.1325006
 4371.193     8.223416  1.1090432
4372.2007     8.620961  1.2390342
4373.2065     9.299085  1.2461437
 4374.213     8.034036   1.202612
 4375.221    9.0172615   1.094232
 4376.228     8.186152  1.0929036
 4377.237    6.9155045  1.0861019
 4378.244     8.261716  1.1193464
4379.2534     9.878195  1.1498079
 4380.261     8.143039  1.1377383
4381.2686    7.5392547  1.1278235
4382.2793     10.30134  1.1609732
 4383.287    7.0844893   1.096318
 4384.298      7.33968  1.0837473
4385.3066     9.720055  1.1349677
 4386.318    7.8225617  1.1148075
4387.3267    7.5290136  1.1159761
 4388.336     8.028826  1.1415344
 4389.348     8.180432  1.1359621
 4390.358    10.719377  1.1553985
  4391.37      9.76067  1.1110305
4392.3804    7.4759007  1.0679637
4393.3936     8.753483  1.0774676
4394.4043     9.446157  1.1028866
 4395.415     7.702425  1.1601824
4396.4287     8.048495   1.168158
  4397.44     9.519094  1.1736693
 4398.454    7.7848697  1.1277546
 4399.466     8.998564   1.114591
4400.4805      9.31086  1.0969647
4401.4927    7.7232785  1.0673028
4402.5054     8.442202  1.0740085
4403.5205     9.768479  1.0750357
4404.5337    7.7613883  1.0661533
4405.5493     8.379428  1.0579937
4406.5625     9.390661  1.0676346
4407.5786     5.770757  1.0475141
 4408.593    7.1853447  1.1040324
 4409.607     8.024829   1.165003
 4410.624     5.105428  1.1225986
4411.6387     7.792587  1.1597668
 4412.656    7.6307716   1.159579
 4413.671     5.830896  1.1443772
4414.6885     4.936165  1.1009899
 4415.704    6.6298604  1.0886303
4416.7227    8.8164425   1.081385
 4417.739     8.919777  1.0619324
 4418.755     8.005805  1.0592682
 4419.774     7.637496  1.0728732
4420.7905    6.8737845  1.0982116
  4421.81    6.8582067  1.0943302
 4422.827     9.554035  1.1042703
 4423.847     8.229999   1.043206
4424.8647     7.851907  1.0277376
 4425.883    7.8206625  1.0668901
4426.9033     9.130515  1.1001179
 4427.922        8.227  1.0524887
 4428.943     8.641892   1.047137
 4429.962     8.622986  1.0271356
4430.9834     8.654867  1.0194458
4432.0024    9.2857065  1.0526997
 4433.022     8.908646  1.0550464
4434.0444     8.790855  1.0568713
4435.0645     9.474086  1.0551991
4436.0874     7.645735  1.0349609
 4437.108     8.894405  1.0675151
 4438.131     9.770522  1.1047024
 4439.152     8.976457  1.0931066
4440.1733     9.382633  1.0662104
 4441.197     9.828181    1.05522
4442.2188     8.338773  1.0273621
 4443.243     8.751386  1.0028346
 4444.265     9.723475  1.0100229
  4445.29      8.76173  1.0284246
4446.3125    7.8824577   1.035427
4447.3354    7.8756456  1.0587643
4448.3613     8.348137  1.0763555
4449.3843     9.583756  1.0781364
4450.4106     5.957768   1.021281
 4451.434     9.891923  1.0594472
 4452.461     8.405135  1.0545312
 4453.485    7.7601833   1.047298
  4454.51    7.8989005  1.0501786
4455.5366     8.814018  1.0705832
4456.5615     9.063365  1.0825497
4457.5894    7.7043204  1.0756196
4458.6147    6.2160807  1.0672232
 4459.643    6.5490494  1.0762019
 4460.669     8.266308  1.0891207
4461.6953     9.511746   1.086957
 4462.724      9.87671  1.0765635
4463.7505     8.848373  1.0329998
  4464.78    6.7116876  1.0035198
 4465.807     8.318961  1.0236732
 4466.837     9.434052  1.0426879
4467.8643     8.843352  1.0321552
 4468.892    7.7229967  1.0300173
 4469.923     9.149867  1.0290824
 4470.951     8.089961 0.99942976
 4471.982     8.344178  1.0353464
4473.0107      8.73248  1.0718491
4474.0425     9.073232  1.0872612
 4475.072    10.512159  1.0965098
 4476.101     9.749941  1.0463648
4477.1333     7.875653  0.9793058
 4478.163     8.856517  0.9643925
 4479.196     8.864173 0.96582097
4480.2266     7.544816 0.95014673
4481.2593     9.305906  1.0208762
4482.2905     8.836002  1.0395969
4483.3213    6.7427826  1.0232294
4484.3555    7.7600303  1.0297517
 4485.387    7.6089153  1.0177957
4486.4214      6.89962  0.9949603
4487.4536     6.992438 0.97208416
4488.4883     7.039265  0.9526398
 4489.521     8.510685  0.9562347
4490.5537     9.911792  1.0057229
 4491.589     7.498945  1.0157857
4492.6226     8.254002  1.0856512
 4493.658     9.707499  1.0943912
 4494.692     8.977532  1.0451697
4495.7285     9.517079  1.0251377
4496.7627     8.047708  1.0083724
   4497.8     8.389577  1.0049887
4498.8345     6.729315  0.9700196
4499.8696    7.7142086  0.9441148
 4500.907    7.7259398  0.9348136
4501.9424     9.270868 0.94763047
4502.9805      8.20881 0.98228973
4504.0166     6.237683   1.025198
 4505.055     7.806312  1.0661588
4506.0913     7.120284   1.056655
 4507.128     9.532895  1.0588423
4508.1675     8.768812  1.0230042
4509.2046    7.8860555  0.9464721
4510.2446     8.289039  0.9283867
 4511.282     7.460662    0.91963
4512.3223     8.262999 0.95824873
4513.3604     7.283619  0.9766665
4514.3984     8.495673 0.98286706
4515.4395     7.836346  0.9452249
4516.4785     8.723025 0.92647064
  4517.52    7.2426972  0.9035525
 4518.559    5.8599257 0.88905495
 4519.601     8.085009  0.9319081
4520.6406      8.47281  0.9474065
4521.6807     8.994196  0.9567534
4522.7236     8.595024 0.96017826
 4523.764    7.5169015 0.92864805
 4524.807     8.546502  0.9367268
 4525.848     9.532041   0.947316
4526.8916    6.9776835   0.911075
 4527.933     6.219119  0.9521169
4528.9746     8.902905  1.0255982
 4530.019      8.42985  1.0217068
 4531.061     8.355475  1.0195152
 4532.106     8.219534  1.0013045
 4533.149     7.649166 0.99641234
 4534.194    7.9404244  0.9767174
4535.2373    7.8596387   0.961495
4536.2803    7.4724197  0.9671289
4537.3267     7.825906  1.0006875
  4538.37     8.412896  1.0578574
 4539.417     8.590722   1.040994
 4540.461     8.555665  1.0040591
4541.5083    6.8882036  0.9962842
4542.5527     8.493078 0.98893505
 4543.598    5.7802243   0.946338
4544.6455     7.531129  0.9604567
 4545.691     6.653105 0.95845205
4546.7393     6.531552  0.9752814
 4547.785     7.314299  1.0130116
 4548.834    7.9038057   1.035989
4549.8804     8.321147  1.0160267
4550.9272     8.079808 0.97585684
4551.9766     8.081663 0.94956744
 4553.024    7.7304583 0.92228526
4554.0737     7.964705 0.91767395
4555.1216    6.9482946   0.918591
 4556.172     8.122514 0.94184285
4557.2197     7.887399 0.93451285
4558.2686    7.8338823 0.91191417
4559.3193     8.900912 0.91276073
 4560.368    7.3407483 0.87844706
  4561.42    6.7716904  0.8694556
 4562.469     6.991466  0.8668141
4563.5215     8.528076  0.8916145
4564.5713     8.717127  0.8929286
 4565.621    8.4486265  0.9069448
4566.6743     8.192391  0.8965892
4567.7246    6.2919445 0.88570935
 4568.778     8.287784  0.9193521
 4569.829     8.204556 0.93556106
 4570.883     7.618766  0.9214422
 4571.934     8.001991  0.9211519
 4572.989     7.486057  0.9176134
4574.0405     9.331354 0.96314293
 4575.093     6.350355  0.9232929
 4576.148    7.5915804 0.89440936
4577.2007     8.446957 0.90109307
 4578.256     7.617696  0.9096033
 4579.309    7.8445807 0.90940994
 4580.365     9.105669  0.9116399
 4581.419     8.237716   0.927816
 4582.473    6.6589413  0.9048089
  4583.53    6.7237024 0.88573533
 4584.584    7.1531887 0.87791336
 4585.641     8.296269  0.8906269
4586.6963     8.137735  0.9224006
