     wave         flux        err
 4587.754     8.004791   0.930048
 4588.809    7.8306513  0.9832919
4589.8647     9.771099 0.98972243
4590.9233      9.05671  0.9183557
4591.9795    7.1002774 0.88209087
4593.0386      5.58888 0.86039424
 4594.095     9.012396  0.9079773
4595.1543     8.404895   0.917482
4596.2114     7.208739  0.8965867
 4597.269    7.0871277  0.8734985
 4598.329    7.7285748 0.87525904
4599.3867    7.9431753  0.8801098
4600.4473    7.9551353 0.88014746
 4601.506      9.38795  0.8991046
 4602.567     8.805035  0.9006818
4603.6255    8.1973095 0.88798445
4604.6846     9.629328 0.90094966
4605.7466    7.9795184  0.8720377
 4606.806     6.078333  0.8350191
4607.8687    7.1115847   0.889709
4608.9287    7.2001634  0.9061522
 4609.991     6.092697 0.88149214
 4611.052      8.77309  0.9294148
 4612.113     9.321024  0.9479268
4613.1763       8.7802  0.9226371
4614.2373     9.077392   0.910877
4615.3013      8.07281 0.89534754
4616.3633    7.6079736 0.89282024
4617.4277      8.42213 0.90729696
4618.4897     8.125227    0.90439
4619.5522     7.612813 0.89262503
4620.6177     5.652004  0.8940894
4621.6807    7.0560055 0.90990305
4622.7466    6.9193273   0.889933
4623.8096     5.561335 0.84724265
 4624.876    7.9358745 0.86832255
  4625.94    6.6477833  0.8418221
4627.0044      5.85503 0.84192395
4628.0713    7.2391877  0.8762093
4629.1357    7.6315904 0.89130294
 4630.203    7.9448676   0.899745
4631.2686    7.5612297 0.87891275
4632.3364     5.589481 0.84421504
4633.4023    6.3713818  0.8527802
 4634.468    7.2987623  0.8912304
4635.5366    5.6261363  0.8908134
 4636.603    6.1971335  0.8770145
4637.6724    6.8958244  0.8616699
4638.7393    7.0717783 0.83276165
 4639.809     8.242834 0.84606105
4640.8765     6.781311  0.8332358
 4641.944    5.9760866  0.8654396
 4643.014    7.0952296 0.91430277
4644.0825     9.888189   0.952965
4645.1533     8.635816  0.9037581
 4646.222     8.147788  0.8828901
4647.2935    7.8464174   0.884816
4648.3623    6.9752283 0.90280366
4649.4316     8.114087  0.9122688
 4650.504    6.7198095 0.87109363
4651.5737    6.4227285 0.84133095
4652.6465     7.836514   0.863165
 4653.717    6.9345226  0.8769712
  4654.79    6.5029697 0.89287955
 4655.861    6.1442194 0.89109915
4656.9346    7.1431885 0.86629784
 4658.006    6.8830495  0.8430448
 4659.077     8.187642  0.8747689
 4660.152     7.431176  0.8885779
4661.2236    7.2380714  0.9015495
4662.2983    6.0792255 0.87402576
 4663.371     8.001006  0.8998738
4664.4463    6.8429346 0.87038267
4665.5195    7.1864543 0.84603643
 4666.593    5.3875904 0.81732756
 4667.669    7.6893115  0.8471888
4668.7427     8.631854  0.8892823
4669.8193      8.09912  0.9124456
4670.8936      8.14729 0.94546455
4671.9707    7.1623073  0.9173739
4673.0454    6.1639743 0.85621226
4674.1206     6.951384  0.8492094
 4675.198     7.757105 0.84609485
 4676.274    5.7079983   0.820205
 4677.352    7.5268683  0.8825173
 4678.428     8.423556  0.9231221
4679.5073     8.280428 0.87160665
4680.5835    6.1902213  0.8169377
  4681.66     7.267186  0.8365366
4682.7397    5.6470532  0.8430932
4683.8174    6.4121304  0.8620885
4684.8975     8.393419  0.8846087
 4685.975     8.344544 0.87062556
4687.0557     9.092045  0.8641265
 4688.134     8.710867 0.87201744
4689.2124    7.1258116 0.85896856
4690.2935     6.596691  0.8622562
4691.3726     8.167044 0.89461863
4692.4546      9.29998 0.90101355
 4693.534     7.990319 0.86046755
 4694.616    7.2148867  0.8285875
4695.6963     7.062053  0.8235138
4696.7764     8.683987 0.86208314
4697.8594     8.453069  0.8703025
4698.9404     7.322039 0.82148236
 4700.024    6.5541787  0.7984343
 4701.105    8.4233465 0.83377844
 4702.189    6.0581493 0.79920983
 4703.271      9.92363 0.97960556
 4704.353    8.9225235  1.0309608
4705.4375    7.4941764  0.8958302
  4706.52     8.503472  0.8980606
4707.6055    7.4866138  0.8671633
4708.6885     8.561129  0.8599117
4709.7744     9.016225 0.88114685
 4710.858     8.271376  0.8953833
4711.9414     8.599032 0.89799637
4713.0283     9.015717  0.9023317
4714.1123      8.45963 0.90235615
 4715.199    6.5533953 0.85551304
 4716.284    7.6007295   0.845855
4717.3716     8.355611 0.83939195
 4718.457     7.476171  0.8413082
4719.5425     7.731283  0.8551561
 4720.631     7.508099  0.8487763
 4721.717    6.7246585 0.83963174
4722.8057     7.679882  0.8486642
 4723.892     8.939877  0.8701285
4724.9814    10.043206 0.89076144
4726.0684     7.933099  0.8694975
4727.1553    7.4864283   0.870165
4728.2456     7.812133 0.87026733
4729.3335     7.045799 0.85930145
 4730.424    7.3178782 0.86884725
 4731.512     9.083465  0.8756051
 4732.603     9.296492 0.86737907
 4733.692     7.967889  0.8352708
 4734.781     7.109746  0.8171276
4735.8726    6.6294084 0.79635614
4736.9624    7.3567643 0.78639454
4738.0547    7.1779695  0.7855541
4739.1445    7.5584893  0.8091675
4740.2373     9.012289  0.9189715
4741.3276    7.7947507  0.9227205
4742.4214     6.718061  0.8451475
 4743.512     8.516453  0.8574935
4744.6035     8.439191 0.84803045
4745.6973     8.547806  0.8219728
 4746.789    7.7508054 0.80909705
 4747.884     8.869185 0.84943354
 4748.976    7.6208787 0.87160116
4750.0713     6.457746  0.8501746
 4751.164    6.8680673  0.8195957
 4752.257      6.82515  0.7940419
4753.3525     7.941681 0.79733276
4754.4463     9.362331  0.8205008
4755.5425    9.0160265  0.8158587
4756.6367      8.12151  0.8030306
4757.7334     8.335829  0.8061812
 4758.828     8.796104 0.81056094
 4759.923    7.6351137 0.77531755
4761.0205      7.57514  0.7745408
4762.1157    7.3614206  0.7761146
 4763.214    6.8818808  0.7673302
4764.3096    7.1560793 0.78276813
 4765.408     8.469939  0.8103851
4766.5044    6.9833264  0.7966571
 4767.601    7.7142787   0.807006
   4768.7     7.415987  0.7730377
4769.7974    6.8503604  0.7463006
4770.8975    7.6226797 0.76086795
 4771.995     6.786593  0.7617855
 4773.095     7.353271  0.8006896
4774.1934     7.158092  0.8089146
4775.2915     7.073822  0.8014839
4776.3926     7.785205 0.77831197
4777.4917      8.18412  0.7762391
4778.5933    7.3081646 0.78835684
4779.6924     6.946737  0.8008519
 4780.795     8.123244   0.823386
4781.8945     8.835201  0.8402234
4782.9946     8.985005  0.8297381
4784.0977    7.6306458 0.80751175
 4785.198     8.756114 0.81865853
 4786.302     8.496564  0.8196435
 4787.403     7.774461  0.8018832
 4788.507     8.539611 0.79792434
4789.6084      8.53883  0.8062191
  4790.71     9.723605 0.80070037
 4791.815     7.694817 0.78190404
 4792.917    7.4545636 0.77759725
4794.0225     6.997627  0.7793548
4795.1255     7.649745 0.78312874
 4796.231     7.814772  0.7680347
4797.3345    6.4873443  0.7604731
 4798.438    6.2025166  0.7486076
4799.5444    6.7582226 0.75345343
 4800.649    7.7146525  0.7709567
 4801.756     7.061716  0.7752041
4802.8604     7.170497  0.7698251
 4803.968     8.165805 0.80053604
 4805.073     7.385247  0.7997504
 4806.178    6.7910013 0.80572426
4807.2866    6.9513845 0.79240066
4808.3926    7.6379204 0.79578716
4809.5015    7.1945024  0.7960038
 4810.608    7.8239512 0.80220085
4811.7173    7.7991476  0.7850963
 4812.824     9.580092  0.8108499
 4813.931    7.4811473   0.766829
4815.0415    7.9730473  0.7861372
 4816.149     8.840446  0.8085293
  4817.26     8.093541  0.7926153
4818.3677     8.511412 0.78919864
 4819.479     8.437786  0.7731137
 4820.588    7.9943967  0.7700765
 4821.697    6.1026154  0.7826518
4822.8086      8.02963   0.841966
 4823.918     8.318952  0.8567261
4825.0303     8.080672  0.8371328
  4826.14     7.305123  0.7901735
4827.2534      8.10405  0.7929857
 4828.364    7.5986724 0.80121845
 4829.477    7.0715566 0.81371427
4830.5884     8.874662 0.85462916
 4831.699     8.191852  0.8234537
4832.8135    6.8395348  0.7884661
4833.9253    7.1104627 0.77438676
  4835.04     6.800605 0.75550854
4836.1523    7.2829804  0.7710494
4837.2676     8.018876 0.83745867
4838.3804      8.15115 0.86718386
4839.4937     9.123526 0.87274796
4840.6094      6.36372  0.8029326
 4841.723     8.538203  0.8200742
4842.8394     8.498586 0.83012563
4843.9536    9.4291315 0.87311685
 4845.071     8.776598  0.8474217
 4846.185     8.743552 0.79981834
4847.3003    10.081162  0.8203544
 4848.418     8.017601   0.826346
 4849.533     8.709509  0.8317433
4850.6514     7.927024  0.8134338
4851.7676    10.108202  0.8213608
 4852.886     10.54577  0.8357682
4854.0024     9.521276  0.8460921
 4855.119     9.161882 0.85640913
 4856.239    10.153542   0.971123
 4857.356     9.018927  0.9115898
 4858.476     7.604445  0.7702995
4859.5938     8.471146  0.7704688
4860.7144    7.8844666  0.7813942
4861.8325    7.3675456  0.8005909
 4862.951    7.9883504  0.8318363
4864.0723    9.4382305 0.84892017
4865.1914     8.345199 0.81040466
4866.3135    7.7177873 0.80873245
4867.4326     8.238412 0.83308715
 4868.555      8.23281   0.829448
4869.6753     6.288561 0.78544384
4870.7954      6.09446  0.7657464
 4871.919    5.9037857  0.7507625
4873.0396    7.3305635  0.7723426
 4874.163     8.028223  0.7720198
4875.2847    7.7059035 0.77009636
4876.4087     8.422834  0.7897512
 4877.531     8.635558 0.79380137
 4878.653     6.567674 0.76672524
 4879.778     9.106732  0.7974625
4880.9004    7.3983994  0.7598413
 4882.026     8.221879  0.7667857
 4883.149     8.259998  0.7916354
 4884.275     8.628181 0.81411064
4885.3984     8.490183 0.80296177
4886.5225    7.3685265 0.74974245
4887.6494     7.240558  0.7292817
4888.7734     8.083142 0.76350206
 4889.901     8.442101 0.80425173
 4891.026     7.772576  0.7916799
 4892.154      6.91185  0.7487698
4893.2793     6.712982  0.7135088
 4894.405    7.9846005  0.7303555
4895.5337     7.583703 0.75407463
4896.6597     7.324637  0.7484942
 4897.789     8.247354  0.7703971
4898.9155     8.117416  0.7593073
4900.0454    6.4186845 0.72316736
4901.1724    7.7025127  0.7241904
   4902.3      8.33222 0.73213327
4903.4307     8.816754  0.7459125
4904.5586     8.823752 0.73881716
4905.6895     7.949226 0.73012394
 4906.818     7.566121 0.72264993
4907.9497     7.331194  0.7224576
4909.0786    7.6506968 0.74281955
 4910.208     8.419333   0.749447
4911.3403    7.5518045  0.7342575
  4912.47     8.227723   0.724539
 4913.603     8.340274  0.7230914
4914.7334      7.96111  0.7198225
4915.8667    9.0759945  0.7398565
4916.9976     9.078814 0.73471844
4918.1313    7.8225136 0.72184205
4919.2627     8.552985  0.7232285
4920.3945    9.0630455  0.7391628
 4921.529     8.137919  0.7348956
 4922.661     7.967322  0.7385952
4923.7964     8.753904  0.7454807
 4924.929     9.034928 0.74079454
 4926.065     8.379121  0.7288631
4927.1978     8.412971  0.7210269
4928.3315     8.799761  0.7106427
 4929.468     8.024935 0.69744587
 4930.602    7.9445295  0.6953365
 4931.739      8.30892  0.6927868
4932.8735     7.291925  0.6839159
4934.0107     6.340331 0.67917407
 4935.146    7.0676265  0.6897785
4936.2812     9.312962  0.7403958
4937.4194     6.548514  0.7013052
4938.5557     7.978503  0.7261552
4939.6943    6.7796454 0.71537524
4940.8306    7.1013026  0.7144265
  4941.97     8.659886 0.73727864
 4943.107    7.9629383 0.70640916
 4944.244     6.780779  0.6852562
4945.3843     7.946215  0.7050611
 4946.522     8.802495  0.7401066
4947.6626     7.670296  0.7471518
 4948.801     7.932028   0.758451
 4949.942    7.5405607  0.7349113
4951.0806    7.1089787 0.72778237
4952.2197     8.956249 0.76115096
 4953.362    7.8036337  0.7489171
 4954.501     6.900184 0.72095907
4955.6436    7.3816323 0.69731003
4956.7837     7.406662 0.68842363
 4957.927    7.8494744 0.69054717
4959.0674     8.368777  0.7006635
 4960.208      8.41146  0.7043891
 4961.352    7.6193357  0.7041189
 4962.493     7.496566  0.7117097
4963.6377     8.839149  0.7365011
4964.7793     8.322085  0.7595519
4965.9243     7.550032   0.754357
 4967.067     8.348409  0.7287284
4968.2095     7.220976  0.7004302
 4969.355     8.377404 0.72330195
 4970.498     9.643647  0.7722323
4971.6445      8.88581  0.8028617
 4972.788      7.91087  0.7842615
 4973.935     8.386626  0.7598074
 4975.079     7.945917 0.71994865
4976.2236     8.904305 0.72980857
 4977.371     8.280815 0.73240095
 4978.516     8.072035 0.75017524
 4979.664      7.58515  0.7302224
4980.8096     7.373037 0.72065175
4981.9585     9.228003  0.7578345
4983.1045     8.974187  0.7829209
 4984.251    7.6916466 0.79876083
4985.4004     7.586345 0.77342075
 4986.547    6.6444306 0.74574846
 4987.697     7.291414  0.7687434
 4988.844    7.4108815 0.81770146
4989.9946    7.4349008 0.82847553
4991.1426    7.9752007  0.7897019
 4992.291    6.7462354  0.7347455
 4993.442     8.043718  0.7178276
 4994.591     8.171984 0.71753275
4995.7427    7.2020335 0.70515597
 4996.892    6.9720173  0.6920183
 4998.044     6.669875  0.6883225
 4999.194    7.7850966  0.7221201
5000.3438     7.050113 0.71819407
 5001.497    7.2295165 0.69711435
5002.6475    7.8981752  0.6918725
5003.8013     8.495187 0.68764424
 5004.952     7.210489  0.6772742
5006.1064    7.7869925  0.6826499
5007.2583     8.016948 0.68338954
5008.4126     7.388462  0.6850083
 5009.565     8.634106  0.7226608
5010.7173    7.6528864  0.7217245
 5011.873     9.173879  0.7361565
 5013.026      9.64734 0.72451246
5014.1816     8.299231 0.70086366
5015.3354    7.0761213    0.69151
5016.4917    7.6428456  0.6977048
 5017.646    7.7457542  0.6954713
5018.8003     8.074574 0.67853236
5019.9575    6.9135485  0.6487102
5021.1123     6.898782 0.66097194
  5022.27    7.9949546  0.7177054
 5023.426     7.686872 0.71796346
 5024.584     7.911162  0.7134785
5025.7397    7.7242827 0.68749934
 5026.896     7.346235 0.66981405
 5028.055    8.1989975  0.6881776
 5029.212    6.7652082  0.6761828
5030.3716     7.396533  0.6804943
 5031.529     8.058276  0.6835909
 5032.689      8.61019  0.6959495
 5033.847    7.1154613 0.68606865
 5035.005     9.212083  0.7359764
 5036.166    7.1275206   0.716111
5037.3247    7.9990973 0.73112774
5038.4863     7.610877  0.7282913
5039.6455     8.964849 0.71786094
5040.8076     9.921787  0.6951271
 5041.967     8.063836 0.64619267
 5043.127     6.973642  0.6356174
  5044.29     7.732684  0.6518556
  5045.45     7.622844 0.66301966
 5046.614    7.2119265  0.6556725
 5047.775     7.443367 0.66178894
 5048.939     7.307497 0.65224135
   5050.1     8.195423  0.6622225
 5051.262    7.1471753 0.65286726
 5052.427     7.366331  0.6635106
5053.5894    6.9135456   0.672037
5054.7544    7.0272975   0.669987
5055.9175     8.939313 0.68742204
 5057.083    10.452462 0.71510464
5058.2466     8.386854  0.6923699
  5059.41     6.849265  0.6627619
 5060.577     7.582152  0.6517175
 5061.741     7.966426  0.6658976
 5062.908     8.388935 0.70254457
 5064.073     8.380302  0.7236971
5065.2407     6.920546 0.67973584
5066.4062    7.2128053 0.65480006
 5067.572     8.294677 0.66711944
  5068.74     8.530167  0.6668606
5069.9062     8.649666  0.6829081
 5071.075    7.7866735  0.6724753
5072.2417    7.3670206  0.6556036
5073.4116    7.6683345  0.6542654
5074.5786     8.338647 0.66782624
 5075.746    7.6557918  0.6724599
5076.9165     7.360826  0.6912542
5078.0845     9.158306 0.70684797
5079.2554     9.502605  0.7051398
 5080.424     8.081778    0.68444
5081.5957     7.813599  0.6716692
5082.7646    7.4811196 0.65269274
5083.9336      8.56938 0.67322516
 5085.106    7.5919952  0.6881497
 5086.276     8.657701 0.69867706
5087.4487     7.321194  0.6618497
 5088.619    6.1563015  0.6463544
5089.7925      7.42027  0.6442455
5090.9634     7.500273 0.63941216
 5092.135     7.138344  0.6663897
 5093.309    7.9317446  0.6615268
5094.4805    7.1936636  0.6377151
5095.6553     9.166837  0.6494658
5096.8276     7.047749  0.6282545
 5098.003    7.5123677  0.6532615
 5099.176     8.002459  0.6755707
5100.3516     8.306311 0.67488503
 5101.525    7.8646626 0.65756315
5102.6987    7.5452213  0.6467529
 5103.875     8.809764  0.6752835
5105.0493     8.787824   0.678562
5106.2266    7.1656857  0.6401918
5107.4014     7.428383 0.64791876
 5108.579    7.2968597 0.63925016
5109.7544     7.005137 0.63351303
5110.9297     8.412988  0.6607613
5112.1084    7.7742586 0.66383463
 5113.284    7.3776903 0.68117195
5114.4634    7.6331677  0.6994396
  5115.64     8.375116  0.6721764
  5116.82     8.275159 0.64572734
5117.9966     7.037006  0.6308597
5119.1743     8.202637 0.64055204
5120.3545    7.7956896  0.6621385
5121.5327     8.378266  0.6884214
5122.7134     7.731754 0.69116384
 5123.892    6.6167617  0.6729507
5125.0737     6.712444  0.6459372
5126.2524       7.3341  0.6363616
 5127.432     7.107121  0.6185494
5128.6143     7.795825 0.63470614
 5129.794     7.319751  0.6847279
 5130.977     8.820103  0.7218292
 5132.157      8.68412 0.70859426
 5133.341    7.7600965 0.67573285
 5134.522    7.3026924 0.65773904
 5135.703     9.132526  0.6907749
 5136.887    7.8334155 0.68313676
 5138.069     9.558125  0.6770339
 5139.254     8.602761  0.6475861
 5140.436    7.8059716 0.62898964
5141.6216     8.681456  0.6600871
 5142.804     8.263117  0.6796383
5143.9873     8.195326  0.6766062
 5145.174    7.1520047 0.65642315
5146.3574    7.8414893 0.65579766
 5147.544     8.529897 0.65667677
 5148.728    6.6472554 0.64063704
5149.9155    6.6747856  0.6500258
   5151.1     8.475886  0.6635079
 5152.285    7.3858585 0.65552044
 5153.473    6.4643965 0.64980406
5154.6587    7.3133807 0.66322935
5155.8477     8.676049 0.67276466
5157.0337     8.209807 0.66416115
5158.2227    7.1079144  0.6402968
5159.4097    7.9895854  0.6553311
 5160.596     7.835154 0.69081247
 5161.786    7.8565235  0.7012585
5162.9736    7.5880127 0.66958004
5164.1646     8.916965  0.6534793
5165.3525     7.613858 0.62745297
5166.5435    7.4363465  0.6091545
 5167.732      8.31207  0.6193852
 5168.921     7.930812  0.6275166
 5170.113     8.377262  0.6451424
5171.3022    7.7325563  0.6321286
5172.4946     7.218714  0.6065128
5173.6846     8.299411  0.6100881
 5174.878     8.760682  0.6235592
5176.0684     7.554351 0.62566644
 5177.259     8.444142  0.6330663
5178.4526     8.406113  0.6352668
 5179.644    7.3249774 0.63518214
5180.8384      6.62443  0.6510927
5182.0303     7.816805  0.6735774
 5183.225     8.930844  0.6663704
5184.4175     8.345674 0.63218653
5185.6104     8.353221     0.6234
 5186.806    7.9058576  0.6310396
5187.9995      8.13606 0.63494885
 5189.196     7.240219 0.64000404
5190.3896     7.805277 0.65119666
5191.5864     9.509459 0.65439826
 5192.781     8.221967 0.63198245
 5193.978      7.57487  0.6322173
 5195.173      8.26717 0.64101547
 5196.368     8.429714  0.6552963
5197.5664    7.7815557 0.65264314
 5198.762    7.2492795 0.65560746
 5199.961     7.981205  0.6848102
 5201.157     8.469071  0.6911749
5202.3564     8.169874  0.6854643
 5203.553    7.9089303  0.6689581
5204.7505     8.366948 0.67305577
5205.9507     7.439963  0.6589488
5207.1484     6.832178  0.6346472
 5208.349     8.007747  0.6351305
5209.5474    7.5221996  0.6413144
5210.7485     6.567538 0.65456426
5211.9473    6.7722726  0.6583358
 5213.146     7.669498 0.64080405
 5214.348    7.7169466  0.6421238
 5215.548    7.8955536  0.6485272
5216.7505    6.9081273 0.64217263
5217.9507     6.391766 0.63009614
 5219.154    7.3417926 0.62726367
5220.3545     7.254856 0.63088894
5221.5557    6.3203545 0.62821406
  5222.76    6.0067954  0.6243326
 5223.961     5.174908   0.613061
5225.1655     5.902746  0.6213482
5226.3677     6.915178 0.63539857
5227.5728    7.7130046  0.6397233
5228.7754    11.271028  0.6814084
5229.9785    11.669208  0.6877361
5231.1846     9.573888  0.6510182
5232.3877    7.7784343  0.6213746
 5233.594    5.8829126  0.5853256
5234.7983     5.866581  0.5959145
5236.0054     5.697089  0.6038971
  5237.21    6.2037787  0.6160067
 5238.415     6.443095  0.6189972
 5239.623     5.760592 0.60779876
 5240.828    5.8389497 0.61317074
5242.0366     6.134611  0.6262402
5243.2427    6.9890223 0.64167804
5244.4517     6.937213 0.63386947
 5245.658     7.227049  0.6258013
 5246.865     6.720429  0.6071451
5248.0747     6.569017 0.60534096
 5249.282     8.137262  0.6304828
5250.4927      7.93873 0.64387935
5251.7007    6.5238137 0.62228495
5252.9116     6.702339  0.6149127
  5254.12     8.374591  0.6281936
5255.3286    7.2636814   0.623571
5256.5405    5.6804013  0.6120991
  5257.75    7.3420267  0.6395391
5258.9624     7.506232  0.6500979
5260.1724     7.662201  0.6450087
5261.3853     7.158205   0.639286
5262.5957     6.917898   0.631283
 5263.806     7.523067 0.61301106
  5265.02    7.9287405   0.611265
 5266.231    7.9575753 0.61592036
 5267.446      8.37456  0.6311575
 5268.657    6.8321877 0.63615215
 5269.872    7.5730667  0.6462639
5271.0845    7.8819103  0.6484131
5272.2974    6.3429217  0.6280948
 5273.513     7.336097 0.62132496
 5274.726    7.8850684  0.6101327
5275.9424     6.522029  0.6069497
5277.1562     8.261065 0.63632035
 5278.373    7.8186045  0.6411189
5279.5874    7.4596324  0.6237621
5280.8047    7.2206435 0.61551446
5282.0195    6.9683037  0.6257921
 5283.235     8.502546 0.67104036
 5284.453    7.3350177  0.7570366
 5285.669    7.6983085 0.73914033
5286.8877     8.732464 0.69685364
 5288.104    7.9218345  0.6415791
 5289.323     7.444341  0.6370248
  5290.54    7.5202227  0.6400413
5291.7573      7.97064  0.6272953
5292.9775    6.0856023 0.59923095
5294.1953    6.9774957  0.6128785
 5295.416     6.484803  0.6414566
5296.6343    7.1030025 0.65767676
5297.8555    5.8652687  0.6235728
 5299.074    7.1872635  0.6379738
5300.2935     7.949755  0.6444345
5301.5156     7.155441 0.63991815
5302.7354    7.3779216 0.66433704
 5303.958     8.248858 0.70248896
 5305.178     8.040517  0.7096649
5306.4014     6.843098  0.6810454
 5307.622      8.23316 0.67301494
5308.8433     8.548977  0.6639858
5310.0674    7.0323606  0.6335183
 5311.289    7.4748464  0.6348775
5312.5137     7.112765  0.6259088
 5313.736    7.1406794  0.6329304
5314.9614     6.010513 0.63943446
 5316.184     7.846755  0.6725083
 5317.407     7.946406 0.67700684
5318.6333     9.428095 0.68309224
 5319.857     7.458901 0.65338033
5321.0835    7.9092712  0.6639061
5322.3076    6.7175717  0.6493683
5323.5347    7.4271364  0.6427268
  5324.76    8.6087055  0.6304055
5325.9844     7.204274 0.61373353
 5327.213    7.2489085 0.64454615
 5328.438    7.2899933 0.66768515
 5329.667     8.235986  0.6680234
 5330.893      8.28203   0.649872
 5332.122    7.3409357  0.6293935
 5333.349     8.268428  0.6563413
5334.5757     7.371414 0.65029025
 5335.806     9.686321  0.6553954
5337.0337     7.564189  0.6154617
 5338.264    7.0045824  0.6097752
 5339.492     7.901544  0.6416164
5340.7236     7.807943 0.63576305
 5341.952     7.311596 0.61159235
 5343.181     8.360693  0.6247152
 5344.413    7.6776543 0.62192714
5345.6426      8.28229  0.6440079
5346.8755     7.895417   0.648639
5348.1055    7.9429154 0.65933126
 5349.339    7.4371753  0.6336416
5350.5693    7.5258665  0.6248272
5351.8003     8.272747   0.637918
 5353.034    7.8045526 0.62148833
5354.2656     7.930024  0.6165966
5355.5005     8.160713 0.62987083
5356.7324     7.675604 0.64731294
 5357.968    7.0715065 0.62246066
   5359.2    6.6011515  0.6062383
 5360.433    6.9783053  0.6056076
5361.6694     6.503013  0.6181409
 5362.903     7.386848  0.6403067
 5364.139    7.8102255  0.6315001
5365.3735      8.81888  0.6189733
 5366.611    7.2519803  0.6040268
 5367.845     6.774846  0.6088017
  5369.08     8.025444 0.62297195
5370.3184    7.3259115  0.6275982
5371.5537     7.575105 0.63261795
5372.7925     7.529649 0.60900146
5374.0283     6.391328  0.5886388
5375.2676     8.396228  0.6162959
 5376.504     7.003902  0.6048248
 5377.744     7.755741  0.6081349
 5378.981    7.8260317 0.62239665
5380.2183     7.184328  0.6262546
 5381.459     6.508982  0.6304554
5382.6973     7.247254  0.6870348
5383.9385     7.615232 0.69609374
 5385.177     7.576778  0.6244007
 5386.419     9.618249   0.651341
5387.6577     8.615359  0.6329965
5388.8975     7.875687  0.6160073
  5390.14    7.9053497  0.6098481
  5391.38    6.6937838 0.58397007
 5392.623     7.309368 0.60084003
 5393.864     5.942384 0.58734363
5395.1074     7.496773   0.595569
5396.3486    7.0142198 0.59885293
5397.5903    6.1661916 0.59091175
 5398.835     8.221601  0.6075272
5400.0767      8.35619 0.62371814
5401.3223     7.044618 0.63270354
5402.5645    7.2927885 0.63810885
5403.8105    6.4453993  0.6131779
5405.0537      7.62586 0.60849375
 5406.297      8.54254  0.6275981
 5407.544     7.427277  0.6294051
5408.7876    6.7428346  0.6162025
 5410.035    5.6862025   0.588419
  5411.28     7.810539  0.6057253
5412.5273     7.212847 0.61129963
5413.7725    7.5063047  0.6379908
 5415.018     8.406999 0.65096074
5416.2666     8.043102 0.64309233
5417.5127     7.170819 0.63145614
5418.7617    7.5320663 0.62740296
5420.0083      7.94874  0.6097553
5421.2583     6.937051  0.6096066
5422.5054    6.1788244 0.60966617
 5423.753     6.428506 0.62441283
5425.0034    7.5733485 0.63186353
5426.2515    7.6717057 0.61930674
 5427.503      7.63063 0.61243314
5428.7515    7.8172503  0.6161578
5430.0034     6.349531 0.62001234
5431.2524    7.3962994 0.64601123
 5432.502    6.6672854  0.6191957
 5433.755     6.446881  0.5995753
 5435.005    7.7491665 0.62865317
 5436.258     8.262059  0.6533684
 5437.509     8.860708  0.6816259
5438.7627    7.6132874  0.6407807
5440.0137    6.7961383  0.6064262
 5441.265     8.367882 0.61479616
  5442.52     8.574941 0.62570256
 5443.772     7.575501  0.6293163
5445.0273     8.419756  0.6471099
  5446.28     7.292986 0.61175454
5447.5356     7.823359  0.6252936
 5448.789    6.9332037 0.60701174
5450.0425    6.2533646   0.594887
5451.2993     7.724843 0.61153954
 5452.553     7.837938  0.5961305
5453.8105     7.759023  0.5915806
5455.0654    6.5958133 0.60045004
 5456.323    7.8285856  0.6434807
5457.5786     8.373037 0.66163653
 5458.834     8.152524 0.67733175
 5460.093     8.467905  0.7241855
5461.3486     9.019576   0.851116
5462.6084     9.309375 0.94280666
5463.8647     7.459919 0.84300816
 5465.125     6.825352  0.7208935
5466.3823    7.5947394  0.6625137
5467.6396    7.0367584  0.6315783
5468.9004    8.3968315  0.6411667
5470.1587    6.7444296  0.6415062
  5471.42     7.074557  0.6417199
5472.6787     7.898928  0.6285882
5473.9404    6.5906577 0.60551196
5475.1997     7.531683  0.6143675
5476.4624     6.925559  0.6118613
 5477.722    7.5357065 0.65058804
5478.9824     7.280677 0.64129883
 5480.246    7.8750553  0.6338025
 5481.507     7.702854  0.6398332
5482.7705    7.7327604 0.63937825
 5484.032     7.764611  0.6387346
5485.2964    6.4999957 0.60947454
5486.5586    7.4741926  0.6049599
 5487.821     7.856081  0.6112816
 5489.086     7.470034  0.6109962
 5490.349     6.847913   0.598356
5491.6147    7.4475813  0.6114449
5492.8784     8.155529 0.78281426
 5494.145    10.053606  0.8363539
5495.4087      8.69758  0.6790395
 5496.673     8.318883 0.64912826
5497.9404    7.2757854  0.6393626
5499.2056      6.93331  0.6230798
5500.4736     7.867924 0.60621214
 5501.739     6.923919  0.5887734
5503.0073     8.044598  0.6011767
5504.2734    7.6564045  0.6122869
5505.5396     8.197719 0.62536156
5506.8096     8.058286  0.6280642
 5508.076    7.4525933 0.60981756
 5509.346    7.2671447  0.6119194
 5510.614     7.677078  0.6202203
5511.8843     7.142948  0.6204474
5513.1523      7.06563 0.62472725
 5514.421     8.085888  0.6220027
5515.6924     8.293479  0.6240729
5516.9614    6.1800547  0.6032498
5518.2334     7.745271 0.63259524
 5519.503    7.0890284  0.6272619
 5520.776    7.0661044 0.60934097
 5522.046    7.0032077 0.60492396
 5523.316     9.289094 0.63863504
